项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
KF18SJQYlj400000wqye,201600246,ISQ鲁枣庄20MW光伏项目,120000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005tu,枣庄广阳太阳能发电有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,归还电站收购款,156.0,山东省,枣庄市,山亭区,山东省枣庄市山亭区北庄镇,电站发电收入,,,litigation,4,102610,2019-03-22 00:28:59,102610,2022-10-08 14:43:20,21b332c7-87f5-4188-bc06-299866ead6ae,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005tu,1143fe46-101f-4a6f-963b-2777b526fc97,,未知,未知,未知,资产收购,光伏
KF18SJQYlj400000wr87,201600251,曹县泰达光伏电站发电设备及输电设施回租,120000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005u4,曹县泰达新能源有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,归还电站收购款,156.0,山东省,菏泽市,曹县,山东省曹县南部的朱洪庙乡,电站发电收入,,,litigation,3,102610,2019-03-22 00:29:01,102610,2022-10-08 14:43:20,c83c333f-f217-4fb0-93c7-cfe0c5b3ce58,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005u4,a62fffd3-0c13-4584-9552-04040ac0e4e7,,未知,未知,未知,资产收购,光伏
KF18SJQYlj400000wrvg,201600248,垦利恒泰新能源有限公司30MW光伏回租,180000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005ue,东营市垦利恒泰新能源有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,归还电站收购款,156.0,山东省,东营市,垦利区,东营市北二路西首董集镇,电站发电收入,,,litigation,4,102610,2019-03-22 00:29:02,102610,2022-10-08 14:43:20,89f579d4-7f7f-4e2c-8d18-cd6534de6650,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005ue,d2d19709-4d39-4163-b9bb-32897d0ae917,,未知,未知,未知,资产收购,光伏
KF18SJQYlj400000ws5t,201600173,稷山县华明太阳能科技有限公司10MW光伏部分发电设备回租,14759481.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005zn,稷山县华明太阳能科技有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买承租人设备,156.0,山西省,运城市,稷山县,翟店镇翟西村,发电收入,杨德明个人无限连带责任担保,,litigation,4,102647,2019-03-22 00:29:04,102647,2021-01-07 18:47:06,6da39a8e-5d94-49d9-8a13-cacbe8f63cc3,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005zn,6682e9ff-a95b-41a7-8be6-46e1ce091ce3,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wsee,201600353,拉弹泡风电项目直租,1188000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj200000062f,杜尔伯特蒙古族自治县拉弹泡风力发电有限公司,102601,艾华达,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于支付太原重工的风机设备款,156.0,黑龙江省,大庆市,杜尔伯特蒙古族自治县,黑龙江省大庆市杜尔伯特蒙古族自治县德力戈尔工业园区,项目发电收入,担保保证,,litigation,3,102647,2019-03-22 00:29:05,102647,2021-01-11 15:16:11,07e1d06c-bbe3-4264-b93a-ce682283a8d3,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj200000062f,c92ca354-a869-410b-b42d-7d126d233501,,未知,未知,未知,设备采购,风电
KF18SJQYlj400000wsnt,201600077,山东陵城乾超20MW光伏项目,120000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj2000000649,德州市陵城区乾超兄弟能源科技有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,资金用途为归还前期开发费用、设备款及建安款8733.29万元，归还股东借款5797.04万元，股东借款余额955.85万元,156.0,山东省,德州市,陵城区,陵城区郑家寨镇大单村,发电收入,济南天冠能源科技有限公司担保,,litigation,3,102670,2019-03-22 00:29:06,102670,2021-08-09 10:41:47,527aa827-34f2-45a8-abde-a019ba4156ab,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj2000000649,14dd5fa2-6a57-4f80-b3f3-6b047c73d49b,,未知,未知,未知,偿还债务,光伏
KF18SJQYlj400000wsys,201600215,达茂旗大唐天宏光伏发电设备回租,110000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj200000064r,达茂旗大唐天宏太阳能发电科技有限公司,102601,艾华达,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买设备,156.0,内蒙古自治区,包头市,达尔罕茂明安联合旗,内蒙古自治区包头市达茂旗百灵庙镇,光伏发电收入,股东担保,,litigation,4,102601,2019-03-22 00:29:07,102601,2019-03-22 00:29:07,91cf67a2-c709-4fb8-a76e-0d9b51b9d812,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000064r,426075a8-e997-4eae-9188-ff899f0cd7e7,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wtht,201600309,中赢新能源风电机组及其配套设备直租,550000000.0,普通融资租赁,新能源股东-风电,直租,PASS,KF18SJQYlj2000000656,中赢正源（盐池）新能源有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买三一重工风机设备,156.0,宁夏回族自治区,吴忠市,盐池县,宁夏盐池,风电项目发电收入,三一集团回购担保,,litigation,4,102610,2019-03-22 00:29:09,102610,2022-10-08 14:43:20,0f5a0953-5dbe-48ee-a7fe-35cc9af785bf,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,,0,,,1,,,,,,,,,KF18SJQYlj2000000656,f554ba4b-cde7-49c7-96d9-5cb505092dd2,,未知,未知,未知,设备采购,风电
KF18SJQYlj400000wtog,201700294,海航航空设备售后回租项目,300000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,KF18SJQYlj200000065u,海航航空集团有限公司,102596,刘远洋,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于购买航空发动机,156.0,海南省,海口市,秀英区,海口,海航航空集团有限公司经营收入,海航旅游集团有限公司担保,,litigation,4,102647,2019-03-22 00:29:10,102647,2021-01-11 15:16:11,59e65a5a-a538-4712-a0db-cabecbdf903d,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000065u,3aa7abb7-6e7a-4079-93b7-01d0ee235f99,,未知,未知,未知,设备采购,其他能源
KF18SJQYlj400000wtr1,201700423,海航航空设备售后回租项目,200000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,KF18SJQYlj200000065u,海航航空集团有限公司,102596,刘远洋,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于购买航空发动机,156.0,海南省,海口市,秀英区,海口,海航航空集团有限公司经营收入,海航旅游集团有限公司担保,,litigation,3,102647,2019-03-22 00:29:11,102647,2021-01-11 15:16:11,ba498c5f-0404-4442-affe-19a32a482f46,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000065u,fe13dfdd-d729-4970-9e40-c225b7bdebf3,,未知,未知,未知,设备采购,其他能源
KF18SJQYlj400000wttk,201700225,国电投黑民主2x80MW+2x232MW热电直租项目,1000000000.0,普通融资租赁,能源类股东-其他,直租,PASS,KF18SJQYlj200000066m,国家电投集团哈尔滨热电有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,国电投黑民主2x80MW+3x232MW热电项目建设,156.0,黑龙江省,哈尔滨市,市辖区,道外区北十四道街55号,发电及供热收入,国家电投集团黑龙江绿拓新能源有限公司及国家电力投资集团公司黑龙江分公司担保,,litigation,4,102647,2019-03-22 00:29:12,102647,2021-01-11 15:16:11,f7e74588-791e-4d2d-8f16-ac9bfa15caae,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000066m,0b131a07-b93a-4b5f-ac90-52118ea2ee1d,,未知,未知,未知,项目建设,其他能源
KF18SJQYlj400000wtxm,201700455,国电投冀张北200MW光伏回租项目,300000000.0,普通融资租赁,新能源股东-光伏,回租,PASS,KF18SJQYlj2000000676,张北能环新能源有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买承租人张北能环新能源有限公司的设备,156.0,河北省,张家口市,张北县,安顺路北侧安塔风机周边厂房,发电收入,国家电投集团吉林省能源交通总公司担保,,,3,102647,2019-03-22 00:29:13,102647,2021-01-11 15:16:11,d15dd9ed-c590-4a51-958d-5d15817c2b90,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj2000000676,c70c8763-3b11-4d68-9df6-82998e3f8a8c,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wtz0,201600313,三一鲁平度96MW风电直租项目,550000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj2000000680,大唐青岛新能源有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风力电站建设,156.0,山东省,青岛市,平度市,山东省青岛平度市云山镇西宋戈庄村东100米,电费收入,股东垫付,,litigation,4,102673,2019-03-22 00:29:14,102673,2021-08-11 14:15:35,40aa10b3-19b6-4323-bb30-678bd682c9f5,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,,0,,,1,,,,,,,,,KF18SJQYlj2000000680,ee84e2c0-37e2-44bd-a7b4-ee873f1b4691,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000wu3f,201700065,三一鲁平度96MW风电回租项目,160000000.0,普通融资租赁,新能源市场化-风电,回租,PASS,KF18SJQYlj2000000680,大唐青岛新能源有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风力电站建设,156.0,山东省,青岛市,平度市,山东省青岛平度市云山镇西宋戈庄村东100米,电费收入,股东垫付,,litigation,4,102673,2019-03-22 00:29:15,102673,2021-08-11 14:15:35,600d8368-b1df-47fa-91d1-2ab7bd305f46,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj2000000680,8d299393-18e1-467c-9b3a-fb3f66daf2d2,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000x19f,DENGANJING000001,国电蒙托克托40MWp光伏回租项目,300000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000007nk,国电托克托县光伏发电有限公司,102813,贺群凯,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC建设资金,156.0,内蒙古自治区,呼和浩特市,托克托县,托克托县伍什家镇西大圪达村,光伏发电收入,,,litigation,3,102813,2019-03-22 00:29:42,102813,2019-03-22 00:29:42,354ca537-334d-45b4-9e08-f420064a9b25,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000007nk,66842dea-6b91-43ba-bc3d-dc1c329f00e8,,未知,未知,未知,EPC款项,光伏
KF18SJQYlj400000x23h,201600059,阳江思瑞特30MW光伏售后回租项目,195000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000007tv,阳江思瑞特农业科技有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用于承租人光伏电站发电及输电设备的采购及电站的开发、支付工程款。,156.0,广东省,阳江市,阳西县,广东省阳江市阳西县织簧二十二队农场内,项目发电收入,广东保威新能源有限公司提供,,litigation,3,102647,2019-03-22 00:29:44,102647,2021-01-11 15:16:11,362c97df-21ab-4ca4-94aa-1246b3db1b8e,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000007tv,f82bd7f2-8dd6-4414-ae26-f6a1a8715f23,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000x2ex,201700273,东方日升鲁昌邑6MW分布式光伏项目,24000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kf100000015c3i,东方日升融资租赁有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,补充承租人流动资金,156.0,山东省,潍坊市,昌邑市,昌邑市同大街522号,项目发电收益,东方日升租赁作为承租人、且东方日升股份为本项目提供担保,,litigation,4,102632,2019-03-22 00:29:45,102632,2024-02-04 14:12:02,102b6d75-19e3-4181-ac08-e90e0de22137,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,参照2015年10月24日央行五年以上LENDING_RATE4.90%利率加点值125.00BP，即6.15%。,浮动利率,,,,,NEW_MARKET_DEVELOP,yls_kf100000015c3i,141037a7-afd2-4c83-9ce4-06874f5377b6,,未知,未知,未知,补充流动资金,光伏
KF18SJQYlj400000x2md,201800005-1,国电投山东鲁庆云100MW风电直租项目,650000000.0,普通融资租赁,新能源股东-风电,直租,PASS,KF18SJQYlj20000007wj,庆云国瑞电投新能源有限公司,102845,张蕾,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,山东省,德州市,庆云县,德州市庆云县庆云镇、东辛店镇,发电收益,国电投山东公司提供连带责任担保,,litigation,3,102845,2019-03-22 00:29:47,102845,2022-04-24 12:12:54,97ffa9c1-6033-412c-b394-f4bc72c6196f,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000007wj,d8ffd3ef-0cb1-47c9-b8cb-5c98b77f4ff2,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000x2rj,201800008,国电投山东鲁商河100MW风电直租项目,650000000.0,普通融资租赁,新能源股东-风电,直租,PASS,KF18SJQYlj20000007x0,商河国瑞电投风力发电有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,山东省,济南市,商河县,济南市商河县许商街道、龙桑寺镇、孙集镇,发电收益,国电投山东公司提供连带责任担保,,litigation,3,102670,2019-03-22 00:29:48,102670,2021-03-08 15:03:05,f9376718-7acb-48ad-85c2-256b1db556e4,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000007x0,3e608ad0-d230-4dd5-88fc-332c96ca473f,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000x2wh,201800008-1,国电投山东鲁商河100MW风电直租项目,650000000.0,普通融资租赁,新能源股东-风电,直租,PASS,KF18SJQYlj20000007x0,商河国瑞电投风力发电有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,山东省,济南市,商河县,济南市商河县许商街道、龙桑寺镇、孙集镇,发电收益,国电投山东公司提供连带责任担保,,litigation,3,102670,2019-03-22 00:29:49,102670,2021-03-08 15:03:05,2e10be57-4d9e-4d6e-9070-88eef84f31a4,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000007x0,beacb5a2-0ffd-4fe2-8700-037bc0b2b8ac,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000x31f,201800010-1,国电投山东鲁宁津50MW风电直租项目,325000000.0,普通融资租赁,新能源股东-风电,直租,PASS,KF18SJQYlj20000007xd,宁津国瑞电投新能源有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,山东省,德州市,宁津县,德州市宁津县大柳镇、杜集镇、柴胡店镇境内,发电收益,国电投山东公司提供连带责任担保,,litigation,3,102670,2019-03-22 00:29:50,102670,2021-03-08 15:03:05,a264536c-ff54-41f4-930c-b7828700fd2a,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000007xd,41d321eb-48b0-4c2b-b7a4-3f6a5b0e91f6,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000x83l,201700161,平高蒙达茂旗50MW风电直租,325000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj20000008ag,达茂旗航天日昇新能源开发有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付供应商设备采购款,156.0,内蒙古自治区,包头市,达尔罕茂明安联合旗,政府大楼达茂联合旗风电办公室431室,项目公司电站发电收入,平高集团有限公司差额补足收入,,litigation,4,102647,2019-03-22 00:30:02,102647,2021-05-06 14:28:58,36339e55-77d2-4045-bf6f-806137d2baa5,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000008ag,141cfcc2-afeb-4ec1-9493-7b541883e61d,,未知,未知,未知,设备采购,风电
KF18SJQYlj400000xf7h,201700278,北京公司湘耒阳50.6MW风电回租项目,20000000.0,普通融资租赁,新能源股东-风电,回租,PASS,KF18SJQYlj20000008gx,耒阳太平风电有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于电站建设,156.0,湖南省,衡阳市,耒阳市,耒阳市蔡子池办事处五一东路107号,电站发电收入,,,litigation,4,102670,2019-03-22 00:30:17,102670,2021-02-08 17:08:51,78135e27-bedf-4883-88c3-988a966fa24b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000008gx,566faac3-974b-4efc-b15a-7fe1667fb244,,未知,未知,未知,项目建设,风电
KF18SJQYlj400000xf9t,201700278-1,北京公司湘耒阳50.6MW风电回租项目,280000000.0,普通融资租赁,新能源股东-光伏,回租,PASS,KF18SJQYlj20000008gx,耒阳太平风电有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于电焊建设,156.0,湖南省,衡阳市,耒阳市,耒阳市蔡子池办事处五一东路107号,电站发电收入,,,litigation,3,102670,2019-03-22 00:30:18,102670,2021-02-08 17:08:51,dd0038d3-bf99-4fa8-b386-1d2f81be93cc,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000008gx,2acd6c45-f509-41c0-879e-5146d067e29e,,未知,未知,未知,项目建设,光伏
KF18SJQYlj400000xfle,201700008,锋电甘山丹49.5兆瓦回租项目,200000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000008ic,山丹县龙辉新能源投资有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买发电设备,156.0,甘肃省,张掖市,山丹县,甘肃省张掖市山丹县北大街3号（县政府大院）,电站发电收入,担保方垫付,,litigation,5,102670,2019-03-22 00:30:20,102670,2021-02-08 17:08:51,8a3c3a63-d6f7-4a24-b102-bf17db53e141,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000008ic,f8fec331-2ced-41c8-8765-56fee5699f84,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000xft1,huangting000006,国电乌拉特后旗光伏项目,300000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000008jo,国电乌拉特后旗光伏发电有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买设备,156.0,内蒙古自治区,巴彦淖尔市,乌拉特后旗,巴彦淖尔市乌拉特后旗呼和温都尔镇,电站收入,,,litigation,3,102670,2019-03-22 00:30:21,102670,2021-02-08 17:08:51,e3c30e27-0adf-4474-9319-1bb7dc26013c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000008jo,851dc9ee-a876-449c-bac4-724668acbcae,,未知,未知,未知,设备采购,光伏
